title_ar,description_ar,pages,published_year,author_name_ar,author_slug,genre,cover,isbn
حمل مهدد,"تشكل رواية «حمل مهدد» للكاتبة المبدعة جلنار إضافة نوعية جديدة إلي مخزون التجربة الروائية العربية، فجاءت مزيجا من الفن والحكمة والفلسفة والرغبة في  بناء عالم أفضل وأجمل. هذه الرواية تحكي قصة امرأة لا يستطيع الواقع الضيق أن يستوعبها، هي ""حنين"" الفنانة التي ترى العالم من خلال موسيقاها.. بيتهوفن أدخلها عالم الموسيقى، سحبتها موسيقاه وألقت بها في الأكاديمية ورسمت مهنتها، ولطالما رددت ""إن لم تسمع بتهوفن بروحك حتى ينحني الجبروت فيك وتصفق له بدموعك فأنت لم تسمع موسيقى بعد"". عرضبناء عالم أفضل وأجمل. هذه الرواية تحكي قصة امرأة لا يستطيع الواقع الضيق أن يستوعبها، هي ""حنين"" الفنانة التي ترى العالم من خلال موسيقاها.. بيتهوفن أدخلها عالم الموسيقى، سحبتها موسيقاه وألقت بها في الأكاديمية ورسمت مهنتها، ولطالما رددت ""إن لم تسمع بتهوفن بروحك حتى ينحني الجبروت فيك وتصفق له بدموعك فأنت لم تسمع موسيقى بعد"".",,,جلنار,جلنار,أدب قصصي / عام, غلاف ورقي,
مغامرات توم سوير انكليزي - عربي,None,,,مارك توين,مارك-توين,أدب قصصي / عام, غلاف ورقي,
سر لا يسر,ماذا حين يعلم الجميع بأن العدالة تتأرجح بين الضياع والضياع وأن القرية المضيئة أصبحت سراً ثميناً للظلام وأن كل من كشف عن ذلك السر بات ضيفاً مؤبداً  لعالمٍ مليئاً بالقبور هنا ما سنعرفه في رواية سر لايسر عرضلعالمٍ مليئاً بالقبور هنا ما سنعرفه في رواية سر لايسر,,,عواض الميموني,عواض-الميموني,أدب قصصي / عام, غلاف ورقي,
ثلاثية مباريات الجوع,None,,,سوزان كولنز,سوزان-كولنز,أدب قصصي / عام, غلاف ورقي,
قلب مستعمل,هل تستطيع أن تغفر خيانة أقرب الناس الي قلبك ؟؟؟هل يحق لك أن تحاكم والدك علي صورة مثالية لا تتطابق مع الواقع؟؟هل يستحق الآخرين فرصة تانيه؟وهل نستطي ع أن نعطيها لهم ؟ما الفرق بين الأحلام والكوابيس وأيهما أشد وطأه على الروح؟؟هل تميز بعينك الخيط الخفي اللذي يف عرضع أن نعطيها لهم ؟ما الفرق بين الأحلام والكوابيس وأيهما أشد وطأه على الروح؟؟هل تميز بعينك الخيط الخفي اللذي يف,,,لينا النابلسي,لينا-النابلسي,أدب قصصي / عام, غلاف ورقي,
سويجا,None,,,أحمد خطاب,أحمد-خطاب,أدب قصصي / عام, غلاف ورقي,
بدل عن ضائع,تنتحر يسرا في ظروف غامضة بعد أن تودع مذكراتها لدى جارها الذي يعمل أجيراً كتابيّاً موصيةً إيّاه بالبحث عن ابنها هادي. وصيّة تدفع بالأجير إلى الانتق ال إلى السنغال حيث عاشت يسرا مع زوجها نبيل، التاجر اللبناني، مقتفياً آثار قصّة طويلة وشائكة. يبدأ الأجير با عرضال إلى السنغال حيث عاشت يسرا مع زوجها نبيل، التاجر اللبناني، مقتفياً آثار قصّة طويلة وشائكة. يبدأ الأجير با,,,شربل داغر,شربل-داغر,أدب قصصي / عام, غلاف ورقي,
وجع في الداخل,None,,,أميرة المحسن,أميرة-المحسن,أدب قصصي / عام, غلاف عادي,
أسطورة سيف الأميرة,دارمن بلد الأساطير والمأخوذ اسمها من دار الأمن تعيش اليوم أوضاعاً متوترة بوجود حاكمين فيها ، ويبدو أن انفجارات صراعية قوية على وشك الحدوث والتدمير ، إنه الصراع بين العدالة والطغيان ولكن الكارثة عندما تكون القوة في كفة الاأشرار ، تشعر الأميرة رؤى صاحبة ال 17 ربيعاً بالخطر والمسؤولية تجاه مملكتها خاصة بعد منام رأته له علاقة بأسطورة السيف الأبيض ، فهل هناك من سيصدقها ؟ الكثير من الأساطير والسرار بانتظار رؤى لاكتشافها ، فماذا سيحدث ؟؟ عرض، إنه الصراع بين العدالة والطغيان ولكن الكارثة عندما تكون القوة في كفة الاأشرار ، تشعر الأميرة رؤى صاحبة ال 17 ربيعاً بالخطر والمسؤولية تجاه مملكتها خاصة بعد منام رأته له علاقة بأسطورة السيف الأبيض ، فهل هناك من سيصدقها ؟ الكثير من الأساطير والسرار بانتظار رؤى لاكتشافها ، فماذا سيحدث ؟؟,,,بيان إدريس,بيان-إدريس,أدب قصصي / عام, غلاف ورقي,
عاصفة في قلب,None,,,جانيت ديلي,جانيت-ديلي,أدب قصصي / عام, غلاف عادي,
ماما بنت صفي,عندما تقرّر عبير، والدة نورة، الانضمام إلى صفّ ابنتها لتحسين لغتها الإنجليزيّة تصاب نورة بالهلع، فهي لا تريد أن تكون مع أمّها في نفس الصّف!ّ تنشغل نورة بمراقبة تصرّفات أمّها في المدرسة وفي البيت عن بُعْد. فهل ستتمكّن نورة من التّعامل مع هذا الوضع الجديد ا عرضنورة بمراقبة تصرّفات أمّها في المدرسة وفي البيت عن بُعْد. فهل ستتمكّن نورة من التّعامل مع هذا الوضع الجديد ا,,,لبنى طه,لبنى-طه,أدب قصصي / عام, غلاف ورقي,
تذكرة سفر,None,,,علياء الأنصاري,علياء-الأنصاري,أدب قصصي / عام, غلاف عادي,
حكايات روسية,يضم هذا العمل القصصي مغامرة سردية قائمة على تقديم نصوص خمسة مؤلفين روس من حقبٍ مختلفة، تغطي الفترة من نهايات القرن التاسع عشر حتى القرن الحادي وال عشرين. هذه القصص تتحدث عن روسيا من الداخل، روسيا الأفراد العاديين. معظم هذه الشخوص، إن لم تكن كلها، تجسيد للب عرضعشرين. هذه القصص تتحدث عن روسيا من الداخل، روسيا الأفراد العاديين. معظم هذه الشخوص، إن لم تكن كلها، تجسيد للب,,,فرانثيسك سيريس,فرانثيسك-سيريس,أدب قصصي / عام, غلاف ورقي,
عينا لعبتي,قررت لانا أن تصنع لعبة، وطلبت المساعدة من أفراد عائلتها. وبالفعل قدم لها كل منهم شيئًا من عنده يفيد في صنع اللعبة. انتهت من صنع اللعبة ولم يبقَ سو ى العينين، فقد كانت حائرة كيف تصنعها. وجاء الحل من جدتها التي أحضرت لها أزرار معطف كانت قد حاكته لها. عينا ل عرضى العينين، فقد كانت حائرة كيف تصنعها. وجاء الحل من جدتها التي أحضرت لها أزرار معطف كانت قد حاكته لها. عينا ل,,,عباده تقلا,عباده-تقلا,أدب قصصي / عام, غلاف ورقي,
غريب بالمرصاد,يعرف رونالد طومبسون تمامًا أنّه ليس هو مَن قتل نينا بيترسون، لكنّ كلّ مَن حوله مقتنع بالعكس. بعد يومين، سيُعدَم. إلّا أنّ الإعدام لن يشفي غليل ستي ف، زوج الضحية، ولن يهدّئ روع نيل، ابنها الذي شهد مصرعها. ربّما الزمن وحده يفعل، أو حتّى، قبل ذلك، انقلابٌ درا عرضف، زوج الضحية، ولن يهدّئ روع نيل، ابنها الذي شهد مصرعها. ربّما الزمن وحده يفعل، أو حتّى، قبل ذلك، انقلابٌ درا,,,ماري كلارك,ماري-كلارك,أدب قصصي / عام, غلاف ورقي,
